area_id,area_name,area_demand_index,foot_traffic_index,competition_density_index,latitude,longitude
AREA_029,합성상권_029,1.4892141635184946,1.1770048750699893,1.0754505631155087,37.51932436377916,126.99873861154693
AREA_030,합성상권_030,0.38710485168444847,0.7028105516098447,0.729204979235999,37.58114901424935,127.02051575430411
AREA_031,합성상권_031,0.8944753233873078,0.5793546220379758,0.9302614380116436,37.45692875336365,126.8982940161715
AREA_032,합성상권_032,0.7032219839309909,1.721059339992071,1.1952007905181676,37.46365286135342,126.95862786631957
AREA_033,합성상권_033,1.4252851591019855,1.2841276671563842,1.7341947020195498,37.517663904813716,126.97454898031594
AREA_034,합성상권_034,0.7090143012032155,0.4841748240604463,2.696332849618629,37.59818937162537,127.00690918995541
AREA_035,합성상권_035,2.671345285322813,1.0533838134206988,1.1046691011080187,37.488264272970454,126.8773340193693
AREA_036,합성상권_036,0.9081735537220663,0.6210610186784238,1.5768370338309743,37.62662933033074,126.97592996515074
AREA_037,합성상권_037,1.6772513146977834,1.0401510878103464,3.7467048669987086,37.51703947821198,127.0341611674075
AREA_038,합성상권_038,1.4974646060202126,0.9697745424648323,0.1437810080327546,37.61417087262641,127.07462416437914
AREA_039,합성상권_039,0.7335160288491701,1.4663502681319711,2.262736743242759,37.55246490959736,126.94694311754785
AREA_040,합성상권_040,1.7274918098800396,1.8423385935941825,1.008574598875525,37.64636882304359,127.09580828239629
AREA_041,합성상권_041,1.4437677811392318,0.5587386868013519,2.178633069964905,37.62651535375299,126.97652152090554
AREA_042,합성상권_042,1.9679914697164702,1.8856847191630992,2.568120997593756,37.531790728898784,126.97776743546522
AREA_043,합성상권_043,1.0787548418235082,0.7363800617190509,1.1114641003121992,37.48632158591696,126.91443576409515
AREA_044,합성상권_044,2.129215993637277,0.8224303737323637,1.4134981529128154,37.64507445694291,126.94123531681733
AREA_045,합성상권_045,1.4180795376090136,2.3155176756567677,3.692018354454434,37.64754582719047,127.06780627930856
AREA_046,합성상권_046,0.8112023727263569,0.6623663096235983,1.1605988514168533,37.47055637862259,127.06370847726413
AREA_047,합성상권_047,1.0082800760204704,0.5150051294776546,1.3727218545154931,37.59245448326487,126.96885699971546
AREA_048,합성상권_048,1.1225106280084527,0.8037082748640751,1.4975222813670508,37.51435913360479,126.97035387576481
AREA_049,합성상권_049,1.4928115134304518,1.1853586967487146,0.4073109792690429,37.47000729847417,127.00593796430427
AREA_050,합성상권_050,0.8074325256192729,1.021393907513591,0.9568360696483976,37.51343091307168,127.05962420961788
AREA_051,합성상권_051,1.4990561231449504,1.744747199388845,1.731770716618767,37.566403936261906,126.92247872537119
AREA_052,합성상권_052,0.8612722544068916,1.3874402976864777,0.09822934059333566,37.493174693859494,126.88991345227876
AREA_053,합성상권_053,1.1647678234271348,0.812235737657568,0.8490074862686463,37.56577986355987,127.06622411453289
AREA_054,합성상권_054,0.5932580097040259,1.3573803337494166,5.453499307505146,37.61771556513902,126.93498035411051
AREA_055,합성상권_055,0.987972785516197,0.987124340781506,1.0956732165894647,37.55339438417989,126.96989444230194
AREA_056,합성상권_056,0.8252726351643026,0.7464399412766236,2.12700576022793,37.54436978260642,126.89993968663256
AREA_057,합성상권_057,1.5688481434217427,0.9449042743383633,1.6389416365356109,37.50377559216356,127.08215373599698
AREA_058,합성상권_058,1.475020613825558,0.9339810041048943,3.2643878632756094,37.52020788661651,126.93805148876915
AREA_059,합성상권_059,0.7591889295217665,0.9255357173890602,2.9548625167127867,37.563643397778534,126.92261839236215
AREA_060,합성상권_060,0.5121638987378228,0.9079158215422731,0.3427619964638289,37.481791907161266,126.90753520429756
AREA_061,합성상권_061,0.629874473010617,1.3304865495626965,2.2372881903099104,37.57964788146069,126.92729948321278
AREA_062,합성상권_062,1.2620903209383698,0.8033802246358346,1.5677254139201628,37.59977701275954,127.02198526388423
AREA_063,합성상권_063,1.0715690062687047,0.9433357788389717,0.7929597791975522,37.45755069555423,126.91374021308559
AREA_064,합성상권_064,0.6693765672691746,1.1157386356758203,1.666797547329413,37.50409489318601,127.03952266735857
AREA_065,합성상권_065,1.5818114818343738,1.2259003178620242,0.5122722657674798,37.590267649412084,127.05279996097389
AREA_066,합성상권_066,0.9410779000168887,1.7751967260741646,3.0708224822197376,37.542761609638205,126.92609238514494
AREA_067,합성상권_067,0.9195523734764771,1.1923086521590323,2.1689310117017864,37.57522571767586,126.87422691620783
AREA_068,합성상권_068,0.7570095873950653,1.1109584427551509,1.2718063870073224,37.60914949107454,126.87409493197998
AREA_069,합성상권_069,2.335891446822955,1.3895209142756553,0.5135295061941224,37.475989087607914,126.86963123170754
AREA_070,합성상권_070,0.8516118366054642,0.8948603635588128,0.44905636369082963,37.54483734456753,126.9243098328887
AREA_071,합성상권_071,1.1597487756499076,1.2616477093786174,0.7639129013209505,37.574313726629185,127.01375374779201
AREA_072,합성상권_072,0.9541896917873643,0.9341028842903291,0.7752972401995193,37.52168337935149,126.89690082336203
AREA_073,합성상권_073,0.8434769507441909,0.9196076317241432,2.0578263785064186,37.51571166039064,126.9025606007668
AREA_074,합성상권_074,0.9292361657556161,1.1312679184380419,0.393177101402738,37.45448787521963,126.92715563194433
AREA_075,합성상권_075,2.4949573927960498,1.7427036148076571,0.9665255106417583,37.50349042202295,127.00863047816101
AREA_076,합성상권_076,1.5340944619852657,0.603879517747091,0.9757620354983576,37.46030304118017,127.03345621085703
AREA_077,합성상권_077,0.6793924722584154,1.1531021531431005,2.148989404937195,37.61602007320149,127.09824414342535
AREA_078,합성상권_078,0.5674453889477447,1.3877757536226583,1.3189210772433229,37.46506509340841,126.96769827470506
AREA_079,합성상권_079,1.075707245425401,1.041922392080202,0.8358497285014175,37.47691534654856,127.05378115235465
AREA_080,합성상권_080,0.3580319155601059,0.9474468177307864,1.4414929061404058,37.576738479968114,126.92478302768818
