brand_a,brand_b,shared_top10_areas,jaccard_top10
던킨/던킨도너츠,못난이꽈배기,7,0.5384615384615384
디에그,못난이꽈배기,7,0.5384615384615384
뚜레쥬르,빵굼터,7,0.5384615384615384
디에그,심봉사도로케,7,0.5384615384615384
디에그,소림사,7,0.5384615384615384
더베이크,못난이꽈배기,7,0.5384615384615384
뚜레쥬르,삼송빵집,7,0.5384615384615384
곤트란쉐리에(Gontran Cherrier),호밀호두,7,0.5384615384615384
보리원,빵장수단팥빵,6,0.42857142857142855
던킨/던킨도너츠,뚜레쥬르,6,0.42857142857142855
뚜레쥬르,소림사,6,0.42857142857142855
삼송빵집,호밀호두,6,0.42857142857142855
보리원,브레댄코(bread&co.DAILY-NEW),6,0.42857142857142855
보리원,크리스피크림,6,0.42857142857142855
삼송빵집,화이트리에,6,0.42857142857142855
던킨/던킨도너츠,복호두,6,0.42857142857142855
던킨/던킨도너츠,브레댄코(bread&co.DAILY-NEW),6,0.42857142857142855
소림사,핫브레드 ,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),올드몬트베이글,6,0.42857142857142855
소림사,호밀호두,6,0.42857142857142855
보리원,심봉사도로케,6,0.42857142857142855
더베이크,올드몬트베이글,6,0.42857142857142855
보리원,핫브레드 ,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),호두당,6,0.42857142857142855
더베이크,보리원,6,0.42857142857142855
빵굼터,핫브레드 ,6,0.42857142857142855
더베이크,롤링핀,6,0.42857142857142855
더베이크,삼송빵집,6,0.42857142857142855
빵장수단팥빵,삼송빵집,6,0.42857142857142855
뚜레쥬르,스트릿츄러스,6,0.42857142857142855
더베이크,던킨/던킨도너츠,6,0.42857142857142855
복호두,핫브레드 ,6,0.42857142857142855
빵장수단팥빵,올드몬트베이글,6,0.42857142857142855
빵장수단팥빵,크리스피크림,6,0.42857142857142855
복호두,올드몬트베이글,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),화이트리에,6,0.42857142857142855
복호두,스트릿츄러스,6,0.42857142857142855
복호두,소림사,6,0.42857142857142855
삼송빵집,소림사,6,0.42857142857142855
삼송빵집,스트릿츄러스,6,0.42857142857142855
던킨/던킨도너츠,삼송빵집,6,0.42857142857142855
던킨/던킨도너츠,빵장수단팥빵,6,0.42857142857142855
스트릿츄러스,심봉사도로케,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),명랑시대쌀핫도그,6,0.42857142857142855
롤링핀,빵장수단팥빵,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),보리원,6,0.42857142857142855
롤링핀,핫브레드 ,6,0.42857142857142855
던킨/던킨도너츠,심봉사도로케,6,0.42857142857142855
롤링핀,크리스피크림,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),롤링핀,6,0.42857142857142855
롤링핀,심봉사도로케,6,0.42857142857142855
디에그,핫브레드 ,6,0.42857142857142855
롤링핀,브레댄코(bread&co.DAILY-NEW),6,0.42857142857142855
올드몬트베이글,크리스피크림,6,0.42857142857142855
롤링핀,못난이꽈배기,6,0.42857142857142855
뚜레쥬르,복호두,6,0.42857142857142855
핫브레드 ,호두당,6,0.42857142857142855
핫브레드 ,화이트리에,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),뚜레쥬르,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),디에그,6,0.42857142857142855
뚜레쥬르,심봉사도로케,6,0.42857142857142855
올드몬트베이글,핫브레드 ,6,0.42857142857142855
브레댄코(bread&co.DAILY-NEW),화이트리에,6,0.42857142857142855
명랑시대쌀핫도그,소림사,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),소림사,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),던킨/던킨도너츠,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),빵장수단팥빵,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),빵굼터,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),브레댄코(bread&co.DAILY-NEW),6,0.42857142857142855
명랑시대쌀핫도그,올드몬트베이글,6,0.42857142857142855
못난이꽈배기,보리원,6,0.42857142857142855
곤트란쉐리에(Gontran Cherrier),스트릿츄러스,6,0.42857142857142855
던킨/던킨도너츠,크리스피크림,6,0.42857142857142855
심봉사도로케,호밀호두,6,0.42857142857142855
빵굼터,크리스피크림,5,0.3333333333333333
빵장수단팥빵,소림사,5,0.3333333333333333
더베이크,명랑시대쌀핫도그,5,0.3333333333333333
곤트란쉐리에(Gontran Cherrier),삼송빵집,5,0.3333333333333333
더베이크,복호두,5,0.3333333333333333
더베이크,디에그,5,0.3333333333333333
핫브레드 ,호밀호두,5,0.3333333333333333
심봉사도로케,화이트리에,5,0.3333333333333333
빵장수단팥빵,심봉사도로케,5,0.3333333333333333
소림사,크리스피크림,5,0.3333333333333333
크리스피크림,화이트리에,5,0.3333333333333333
삼송빵집,크리스피크림,5,0.3333333333333333
크리스피크림,호두당,5,0.3333333333333333
심봉사도로케,올드몬트베이글,5,0.3333333333333333
빵장수단팥빵,호두당,5,0.3333333333333333
빵장수단팥빵,화이트리에,5,0.3333333333333333
곤트란쉐리에(Gontran Cherrier),핫브레드 ,5,0.3333333333333333
심봉사도로케,핫브레드 ,5,0.3333333333333333
삼송빵집,핫브레드 ,5,0.3333333333333333
더베이크,브레댄코(bread&co.DAILY-NEW),5,0.3333333333333333
브레댄코(bread&co.DAILY-NEW),빵굼터,5,0.3333333333333333
빵굼터,빵장수단팥빵,5,0.3333333333333333
복호두,빵굼터,5,0.3333333333333333
더베이크,호두당,5,0.3333333333333333
더베이크,화이트리에,5,0.3333333333333333
보리원,복호두,5,0.3333333333333333
못난이꽈배기,화이트리에,5,0.3333333333333333
못난이꽈배기,호밀호두,5,0.3333333333333333
못난이꽈배기,올드몬트베이글,5,0.3333333333333333
못난이꽈배기,소림사,5,0.3333333333333333
명랑시대쌀핫도그,핫브레드 ,5,0.3333333333333333
명랑시대쌀핫도그,빵장수단팥빵,5,0.3333333333333333
디에그,복호두,5,0.3333333333333333
명랑시대쌀핫도그,복호두,5,0.3333333333333333
디에그,브레댄코(bread&co.DAILY-NEW),5,0.3333333333333333
디에그,빵장수단팥빵,5,0.3333333333333333
디에그,크리스피크림,5,0.3333333333333333
뚜레쥬르,못난이꽈배기,5,0.3333333333333333
롤링핀,복호두,5,0.3333333333333333
뚜레쥬르,브레댄코(bread&co.DAILY-NEW),5,0.3333333333333333
뚜레쥬르,핫브레드 ,5,0.3333333333333333
뚜레쥬르,크리스피크림,5,0.3333333333333333
복호두,브레댄코(bread&co.DAILY-NEW),5,0.3333333333333333
못난이꽈배기,크리스피크림,5,0.3333333333333333
브레댄코(bread&co.DAILY-NEW),스트릿츄러스,5,0.3333333333333333
더베이크,심봉사도로케,5,0.3333333333333333
브레댄코(bread&co.DAILY-NEW),호두당,5,0.3333333333333333
브레댄코(bread&co.DAILY-NEW),핫브레드 ,5,0.3333333333333333
복호두,호두당,5,0.3333333333333333
브레댄코(bread&co.DAILY-NEW),크리스피크림,5,0.3333333333333333
복호두,호밀호두,5,0.3333333333333333
더베이크,빵굼터,5,0.3333333333333333
더베이크,소림사,5,0.3333333333333333
브레댄코(bread&co.DAILY-NEW),삼송빵집,5,0.3333333333333333
명랑시대쌀핫도그,크리스피크림,4,0.25
곤트란쉐리에(Gontran Cherrier),복호두,4,0.25
복호두,빵장수단팥빵,4,0.25
명랑시대쌀핫도그,브레댄코(bread&co.DAILY-NEW),4,0.25
못난이꽈배기,브레댄코(bread&co.DAILY-NEW),4,0.25
더베이크,뚜레쥬르,4,0.25
곤트란쉐리에(Gontran Cherrier),못난이꽈배기,4,0.25
크리스피크림,호밀호두,4,0.25
뚜레쥬르,빵장수단팥빵,4,0.25
못난이꽈배기,복호두,4,0.25
심봉사도로케,크리스피크림,4,0.25
복호두,심봉사도로케,4,0.25
곤트란쉐리에(Gontran Cherrier),크리스피크림,4,0.25
빵장수단팥빵,호밀호두,4,0.25
더베이크,호밀호두,4,0.25
복호두,삼송빵집,4,0.25
소림사,심봉사도로케,4,0.25
곤트란쉐리에(Gontran Cherrier),더베이크,4,0.25
브레댄코(bread&co.DAILY-NEW),호밀호두,4,0.25
곤트란쉐리에(Gontran Cherrier),심봉사도로케,3,0.17647058823529413
브레댄코(bread&co.DAILY-NEW),심봉사도로케,3,0.17647058823529413
빵굼터,파리바게뜨,2,0.1111111111111111
복호두,파리바게뜨,2,0.1111111111111111
뚜레쥬르,파리바게뜨,2,0.1111111111111111
보리원,파리바게뜨,2,0.1111111111111111
삼송빵집,파리바게뜨,2,0.1111111111111111
파리바게뜨,화이트리에,2,0.1111111111111111
파리바게뜨,호밀호두,2,0.1111111111111111
파리바게뜨,호두당,2,0.1111111111111111
명랑시대쌀핫도그,파리바게뜨,2,0.1111111111111111
스트릿츄러스,파리바게뜨,2,0.1111111111111111
디에그,파리바게뜨,2,0.1111111111111111
크리스피크림,파리바게뜨,2,0.1111111111111111
롤링핀,파리바게뜨,2,0.1111111111111111
던킨/던킨도너츠,파리바게뜨,2,0.1111111111111111
올드몬트베이글,파리바게뜨,2,0.1111111111111111
곤트란쉐리에(Gontran Cherrier),파리바게뜨,2,0.1111111111111111
소림사,파리바게뜨,2,0.1111111111111111
못난이꽈배기,파리바게뜨,1,0.05263157894736842
파리바게뜨,핫브레드 ,1,0.05263157894736842
빵장수단팥빵,파리바게뜨,1,0.05263157894736842
브레댄코(bread&co.DAILY-NEW),파리바게뜨,1,0.05263157894736842
더베이크,파리바게뜨,1,0.05263157894736842
심봉사도로케,파리바게뜨,1,0.05263157894736842
