TRDAR_CD,TRDAR_CD_NM,TRDAR_SE_CD_NM,display_as_of,display_window,recent_4q_sales_per_store_won,seoul_observed_percentile,actual_market_level,recent_4q_vs_prior_year_pct,year_over_year_trend,recent_4q_avg_store_count,recent_4q_quarterly_variation_pct,quarterly_variation_flag,observation_scope,metric_interpretation,permitted_decision_use,prohibited_interpretation,forecast_status
3110601,신월1동우편취급국,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,1669376504.0,97.4937343358396,관측 상권 상위 10%,-4.004547766615452,전년동기 수준 유지,1.0,4.562093796410948,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110431,상계역,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,1640765264.0,97.24310776942356,관측 상권 상위 10%,10.433110700211712,전년동기 대비 증가,2.0,5.090263531243926,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120083,등나무근린공원,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1627905210.5,96.99248120300751,관측 상권 상위 10%,2.710313169916234,전년동기 수준 유지,2.0,5.483945061875555,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120249,고덕역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1592782805.4545455,96.74185463659147,관측 상권 상위 10%,14.559885996666356,전년동기 대비 증가,5.5,11.308224021056462,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110002,독립문역 1번,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,1473703791.0,96.49122807017544,관측 상권 상위 10%,,전년동기 수준 유지,1.0,7.1020361743874085,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120127,구로구청,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1459770222.0,96.2406015037594,관측 상권 상위 10%,69.43634541055647,전년동기 대비 증가,1.0,15.983927553891288,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120121,까치산역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1416514249.0,95.98997493734336,관측 상권 상위 10%,,전년동기 수준 유지,1.0,5.761589304464054,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3130222,오류시장,전통시장,2026Q2,2025Q3~2026Q2 실제 관측,1374615192.0,95.73934837092732,관측 상권 상위 10%,-2.6844655435066644,전년동기 수준 유지,2.0,2.0636806551740055,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120023,서울시청,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1359800546.25,95.48872180451127,관측 상권 상위 10%,23.53040465370806,전년동기 대비 증가,4.0,17.27704094850179,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120152,신대방삼거리역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1358518925.0666666,95.23809523809523,관측 상권 상위 10%,9.393374018004863,전년동기 수준 유지,3.75,25.84362670384566,분기별 변동 주의,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110892,관악구 중앙길,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,1322461033.8181818,94.9874686716792,관측 상권 상위 10%,-18.028555288900595,전년동기 대비 감소,2.75,26.984792484655546,분기별 변동 주의,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120079,창동역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1314590036.5,94.73684210526315,관측 상권 상위 10%,16.40799564959852,전년동기 대비 증가,2.0,12.153528513868855,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120247,굽은다리역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1212854832.0,94.48621553884712,관측 상권 상위 10%,-6.488023262763464,전년동기 수준 유지,2.0,4.302790542678121,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120220,대치역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1184872504.0,94.23558897243107,관측 상권 상위 10%,-12.740961890473512,전년동기 대비 감소,4.5,11.22023932862357,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3130002,세종마을음식문화거리(금천교시장),전통시장,2026Q2,2025Q3~2026Q2 실제 관측,1160527578.3529413,93.98496240601504,관측 상권 상위 10%,30.08872627048809,전년동기 대비 증가,4.25,27.758920900755545,분기별 변동 주의,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110703,개봉역,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,1158509557.0,93.734335839599,관측 상권 상위 10%,23.078063426823082,전년동기 대비 증가,2.0,5.906350198667354,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120020,시청역_1번,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1140119626.5454545,93.48370927318295,관측 상권 상위 10%,-9.481192103101643,전년동기 수준 유지,2.75,4.291907903721117,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110632,방화역 3번,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,1124672887.2,93.23308270676691,관측 상권 상위 10%,-19.72261605825645,전년동기 대비 감소,1.25,31.421594988479608,분기별 변동 주의,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120087,응암역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1071546316.0,92.98245614035088,관측 상권 상위 10%,-11.08458788870843,전년동기 대비 감소,3.0,5.436736098799646,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120110,목동역 8번출구,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1063700306.7692307,92.73182957393483,관측 상권 상위 10%,63.483048295070056,전년동기 대비 증가,3.25,12.946495408388294,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120107,공덕역(공덕오거리),발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1054968361.4736842,92.4812030075188,관측 상권 상위 10%,-10.233050979498293,전년동기 대비 감소,4.75,10.750997119216594,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120170,삼호가든사거리,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1044000000.0,92.23057644110276,관측 상권 상위 10%,,전년동기 수준 유지,1.0,0.0,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120080,마들역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1025923725.5,91.97994987468672,관측 상권 상위 10%,8.937675868816687,전년동기 수준 유지,4.0,5.255802246394533,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120227,잠실역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,1004869835.4086957,91.72932330827066,관측 상권 상위 10%,3.8647606790384703,전년동기 수준 유지,28.75,9.942678042454299,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3001495,잠실 관광특구,관광특구,2026Q2,2025Q3~2026Q2 실제 관측,947959922.7741935,91.47869674185463,관측 상권 상위 10%,5.379135848268102,전년동기 수준 유지,31.0,3.0725786744584496,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120210,선릉역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,940453640.6428572,91.22807017543859,관측 상권 상위 10%,-24.55637942988598,전년동기 대비 감소,14.0,6.252805783021915,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110538,충정로역 3번,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,923887367.0,90.97744360902256,관측 상권 상위 10%,12.237692058564708,전년동기 대비 증가,1.0,8.148542312329393,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110455,역촌노인복지관,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,914832070.0,90.72681704260651,관측 상권 상위 10%,-5.556353289168547,전년동기 수준 유지,1.0,8.064969275282246,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3130072,성동용답상가시장,전통시장,2026Q2,2025Q3~2026Q2 실제 관측,882255331.5,90.47619047619048,관측 상권 상위 10%,7.199285932283472,전년동기 수준 유지,2.0,8.338836696024465,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3111004,삼전역 1번,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,873770284.7272727,90.22556390977444,관측 상권 상위 10%,99.28968549373064,전년동기 대비 증가,5.5,12.97928219292832,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3111090,강일동주민센터,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,871625391.5,89.97493734335839,관측 상권 75~90%,6.346734970516077,전년동기 수준 유지,2.0,9.225109902721474,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120125,구로역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,844333446.0,89.72431077694235,관측 상권 75~90%,-3.622125997822312,전년동기 수준 유지,9.0,5.1871249271234605,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110883,은천초등학교(은천교앞),골목상권,2026Q2,2025Q3~2026Q2 실제 관측,835691359.5,89.47368421052632,관측 상권 75~90%,-34.83865000741028,전년동기 대비 감소,2.0,5.372653868768181,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110247,먹골역 1번,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,830476090.8571428,89.22305764411027,관측 상권 75~90%,-41.16801783034969,전년동기 대비 감소,1.75,41.44019872596101,분기별 변동 주의,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3120038,약수역,발달상권,2026Q2,2025Q3~2026Q2 실제 관측,829096961.2,88.97243107769424,관측 상권 75~90%,13.111031356316838,전년동기 대비 증가,7.5,12.941185503572228,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3130219,까치산시장,전통시장,2026Q2,2025Q3~2026Q2 실제 관측,804998897.8181819,88.7218045112782,관측 상권 75~90%,-17.217023228336902,전년동기 대비 감소,2.75,10.054128698288674,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
3110319,종암동주민센터,골목상권,2026Q2,2025Q3~2026Q2 실제 관측,804291328.3333334,88.47117794486216,관측 상권 75~90%,-2.3839220254897597,전년동기 수준 유지,3.0,5.307943351627919,분기별 변동 보통,"서울 최신 점포 관측 상권 1,186개 중 최근 4분기 매출·점포가 모두 관측된 399개 상권",기존 제과점의 최근 4분기 총매출을 평균 점포 수로 나눈 실제 과거 매출환경,현재 시장규모 확인 및 후보 상권 1차 선별,신규 브랜드 점포의 미래 매출예측 또는 출점 확정 근거로 단독 사용 금지,통과한 미래 매출예측모델 없음
