brand_id,store_id,opening_month,expected_sales_month_count,actual_sales_month_count,missing_sales_month_count,extra_sales_month_count,training_input_status
BRAND_ALPHA,BRAND_ALPHA_163,2021-05-01,62,62,0,0,PASS
BRAND_BETA,BRAND_BETA_006,2021-05-01,62,62,0,0,PASS
BRAND_BETA,BRAND_BETA_072,2021-05-01,62,62,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_061,2021-06-01,59,59,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_180,2021-06-01,61,61,0,0,PASS
BRAND_BETA,BRAND_BETA_019,2021-06-01,61,61,0,0,PASS
BRAND_BETA,BRAND_BETA_058,2021-06-01,61,61,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_023,2021-06-01,61,61,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_027,2021-06-01,61,61,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_035,2021-06-01,61,61,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_045,2021-06-01,61,61,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_050,2021-06-01,61,61,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_013,2021-07-01,60,60,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_035,2021-07-01,60,60,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_075,2021-07-01,60,60,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_076,2021-07-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_101,2021-07-01,60,60,0,0,PASS
BRAND_BETA,BRAND_BETA_090,2021-07-01,60,60,0,0,PASS
BRAND_BETA,BRAND_BETA_106,2021-07-01,60,60,0,0,PASS
BRAND_BETA,BRAND_BETA_107,2021-07-01,60,60,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_016,2021-08-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_092,2021-08-01,59,59,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_097,2021-08-01,59,59,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_106,2021-08-01,59,59,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_123,2021-08-01,59,59,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_152,2021-08-01,59,59,0,0,PASS
BRAND_BETA,BRAND_BETA_073,2021-08-01,59,59,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_036,2021-08-01,59,59,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_079,2021-09-01,58,58,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_083,2021-09-01,54,54,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_111,2021-09-01,58,58,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_127,2021-09-01,58,58,0,0,PASS
BRAND_BETA,BRAND_BETA_085,2021-09-01,58,58,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_010,2021-09-01,58,58,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_011,2021-10-01,57,57,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_090,2021-10-01,57,57,0,0,PASS
BRAND_BETA,BRAND_BETA_046,2021-10-01,57,57,0,0,PASS
BRAND_BETA,BRAND_BETA_067,2021-10-01,57,57,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_043,2021-10-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_054,2021-11-01,56,56,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_137,2021-11-01,56,56,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_142,2021-11-01,56,56,0,0,PASS
BRAND_BETA,BRAND_BETA_015,2021-11-01,56,56,0,0,PASS
BRAND_BETA,BRAND_BETA_108,2021-11-01,56,56,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_046,2021-11-01,56,56,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_017,2021-12-01,55,55,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_067,2021-12-01,55,55,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_091,2021-12-01,55,55,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_155,2021-12-01,55,55,0,0,PASS
BRAND_BETA,BRAND_BETA_007,2021-12-01,55,55,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_034,2021-12-01,26,26,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_084,2022-01-01,54,54,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_158,2022-01-01,54,54,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_164,2022-01-01,54,54,0,0,PASS
BRAND_BETA,BRAND_BETA_022,2022-01-01,54,54,0,0,PASS
BRAND_BETA,BRAND_BETA_059,2022-01-01,54,54,0,0,PASS
BRAND_BETA,BRAND_BETA_066,2022-01-01,54,54,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_010,2022-02-01,53,53,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_021,2022-02-01,53,53,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_128,2022-02-01,53,53,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_165,2022-02-01,53,53,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_178,2022-02-01,53,53,0,0,PASS
BRAND_BETA,BRAND_BETA_060,2022-02-01,53,53,0,0,PASS
BRAND_BETA,BRAND_BETA_065,2022-02-01,53,53,0,0,PASS
BRAND_BETA,BRAND_BETA_068,2022-02-01,53,53,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_015,2022-02-01,53,53,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_063,2022-02-01,53,53,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_004,2022-03-01,52,52,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_096,2022-03-01,52,52,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_110,2022-03-01,52,52,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_149,2022-03-01,35,35,0,0,PASS
BRAND_BETA,BRAND_BETA_016,2022-03-01,52,52,0,0,PASS
BRAND_BETA,BRAND_BETA_084,2022-03-01,52,52,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_016,2022-03-01,52,52,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_025,2022-03-01,52,52,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_047,2022-04-01,51,51,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_103,2022-04-01,51,51,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_162,2022-04-01,48,48,0,0,PASS
BRAND_BETA,BRAND_BETA_041,2022-04-01,41,41,0,0,PASS
BRAND_BETA,BRAND_BETA_050,2022-04-01,51,51,0,0,PASS
BRAND_BETA,BRAND_BETA_093,2022-04-01,51,51,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_037,2022-05-01,50,50,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_081,2022-05-01,50,50,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_105,2022-05-01,50,50,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_113,2022-05-01,50,50,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_134,2022-05-01,50,50,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_159,2022-05-01,50,50,0,0,PASS
BRAND_BETA,BRAND_BETA_056,2022-05-01,50,50,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_031,2022-06-01,49,49,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_057,2022-06-01,49,49,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_132,2022-06-01,49,49,0,0,PASS
BRAND_BETA,BRAND_BETA_026,2022-06-01,49,49,0,0,PASS
BRAND_BETA,BRAND_BETA_053,2022-06-01,49,49,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_005,2022-06-01,22,22,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_049,2022-06-01,49,49,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_058,2022-07-01,48,48,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_087,2022-07-01,48,48,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_107,2022-07-01,48,48,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_130,2022-07-01,48,48,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_147,2022-07-01,48,48,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_017,2022-07-01,48,48,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_053,2022-07-01,48,48,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_034,2022-08-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_040,2022-08-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_055,2022-08-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_093,2022-08-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_145,2022-08-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_148,2022-08-01,47,47,0,0,PASS
BRAND_BETA,BRAND_BETA_029,2022-08-01,47,47,0,0,PASS
BRAND_BETA,BRAND_BETA_102,2022-08-01,22,22,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_004,2022-08-01,47,47,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_042,2022-08-01,47,47,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_059,2022-08-01,47,47,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_036,2022-09-01,46,46,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_167,2022-09-01,46,46,0,0,PASS
BRAND_BETA,BRAND_BETA_062,2022-09-01,46,46,0,0,PASS
BRAND_BETA,BRAND_BETA_080,2022-09-01,46,46,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_117,2022-10-01,45,45,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_141,2022-10-01,45,45,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_150,2022-10-01,45,45,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_166,2022-10-01,45,45,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_038,2022-10-01,20,20,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_089,2022-11-01,44,44,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_169,2022-11-01,44,44,0,0,PASS
BRAND_BETA,BRAND_BETA_004,2022-11-01,44,44,0,0,PASS
BRAND_BETA,BRAND_BETA_057,2022-11-01,44,44,0,0,PASS
BRAND_BETA,BRAND_BETA_083,2022-11-01,44,44,0,0,PASS
BRAND_BETA,BRAND_BETA_103,2022-11-01,44,44,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_014,2022-12-01,43,43,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_019,2022-12-01,43,43,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_062,2022-12-01,43,43,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_065,2022-12-01,43,43,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_073,2022-12-01,43,43,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_018,2022-12-01,43,43,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_031,2022-12-01,27,27,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_067,2022-12-01,43,43,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_008,2023-01-01,40,40,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_074,2023-01-01,42,42,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_095,2023-01-01,42,42,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_129,2023-01-01,42,42,0,0,PASS
BRAND_BETA,BRAND_BETA_104,2023-01-01,42,42,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_028,2023-01-01,42,42,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_051,2023-01-01,42,42,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_055,2023-01-01,42,42,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_020,2023-02-01,41,41,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_056,2023-02-01,41,41,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_108,2023-02-01,41,41,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_009,2023-02-01,41,41,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_030,2023-02-01,41,41,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_052,2023-02-01,41,41,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_030,2023-03-01,40,40,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_131,2023-03-01,40,40,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_176,2023-03-01,40,40,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_002,2023-03-01,40,40,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_032,2023-03-01,40,40,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_039,2023-04-01,39,39,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_048,2023-04-01,39,39,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_072,2023-04-01,39,39,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_124,2023-04-01,39,39,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_019,2023-04-01,39,39,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_027,2023-05-01,38,38,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_046,2023-05-01,38,38,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_069,2023-05-01,38,38,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_080,2023-05-01,38,38,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_088,2023-05-01,38,38,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_094,2023-05-01,38,38,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_160,2023-05-01,38,38,0,0,PASS
BRAND_BETA,BRAND_BETA_002,2023-05-01,38,38,0,0,PASS
BRAND_BETA,BRAND_BETA_008,2023-05-01,38,38,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_060,2023-05-01,38,38,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_061,2023-05-01,38,38,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_068,2023-05-01,30,30,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_018,2023-06-01,37,37,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_028,2023-06-01,37,37,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_125,2023-06-01,37,37,0,0,PASS
BRAND_BETA,BRAND_BETA_021,2023-06-01,37,37,0,0,PASS
BRAND_BETA,BRAND_BETA_035,2023-06-01,37,37,0,0,PASS
BRAND_BETA,BRAND_BETA_096,2023-06-01,37,37,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_044,2023-06-01,37,37,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_005,2023-07-01,36,36,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_041,2023-07-01,36,36,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_138,2023-07-01,36,36,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_154,2023-07-01,36,36,0,0,PASS
BRAND_BETA,BRAND_BETA_017,2023-07-01,36,36,0,0,PASS
BRAND_BETA,BRAND_BETA_082,2023-07-01,32,32,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_012,2023-07-01,36,36,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_022,2023-07-01,36,36,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_065,2023-07-01,36,36,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_006,2023-08-01,35,35,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_024,2023-08-01,35,35,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_049,2023-08-01,35,35,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_135,2023-08-01,35,35,0,0,PASS
BRAND_BETA,BRAND_BETA_033,2023-08-01,35,35,0,0,PASS
BRAND_BETA,BRAND_BETA_054,2023-08-01,35,35,0,0,PASS
BRAND_BETA,BRAND_BETA_075,2023-08-01,35,35,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_102,2023-09-01,34,34,0,0,PASS
BRAND_BETA,BRAND_BETA_010,2023-09-01,34,34,0,0,PASS
BRAND_BETA,BRAND_BETA_032,2023-09-01,34,34,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_047,2023-09-01,34,34,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_001,2023-10-01,33,33,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_023,2023-10-01,33,33,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_104,2023-10-01,19,19,0,0,PASS
BRAND_BETA,BRAND_BETA_043,2023-10-01,33,33,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_029,2023-11-01,32,32,0,0,PASS
BRAND_BETA,BRAND_BETA_009,2023-11-01,32,32,0,0,PASS
BRAND_BETA,BRAND_BETA_061,2023-11-01,32,32,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_037,2023-11-01,32,32,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_041,2023-11-01,32,32,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_033,2023-12-01,31,31,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_051,2023-12-01,25,25,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_070,2023-12-01,31,31,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_086,2023-12-01,31,31,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_140,2023-12-01,31,31,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_168,2023-12-01,31,31,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_179,2023-12-01,31,31,0,0,PASS
BRAND_BETA,BRAND_BETA_005,2023-12-01,31,31,0,0,PASS
BRAND_BETA,BRAND_BETA_074,2023-12-01,31,31,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_020,2023-12-01,31,31,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_053,2024-01-01,30,30,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_175,2024-01-01,30,30,0,0,PASS
BRAND_BETA,BRAND_BETA_034,2024-01-01,30,30,0,0,PASS
BRAND_BETA,BRAND_BETA_049,2024-01-01,30,30,0,0,PASS
BRAND_BETA,BRAND_BETA_052,2024-01-01,30,30,0,0,PASS
BRAND_BETA,BRAND_BETA_088,2024-01-01,30,30,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_060,2024-02-01,29,29,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_078,2024-02-01,29,29,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_122,2024-02-01,29,29,0,0,PASS
BRAND_BETA,BRAND_BETA_030,2024-02-01,29,29,0,0,PASS
BRAND_BETA,BRAND_BETA_045,2024-02-01,29,29,0,0,PASS
BRAND_BETA,BRAND_BETA_076,2024-02-01,29,29,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_011,2024-02-01,29,29,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_026,2024-02-01,29,29,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_045,2024-03-01,28,28,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_151,2024-03-01,28,28,0,0,PASS
BRAND_BETA,BRAND_BETA_013,2024-03-01,28,28,0,0,PASS
BRAND_BETA,BRAND_BETA_048,2024-03-01,28,28,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_057,2024-03-01,28,28,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_001,2024-04-01,27,27,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_069,2024-04-01,27,27,0,0,PASS
BRAND_BETA,BRAND_BETA_003,2024-05-01,26,26,0,0,PASS
BRAND_BETA,BRAND_BETA_024,2024-05-01,26,26,0,0,PASS
BRAND_BETA,BRAND_BETA_027,2024-05-01,26,26,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_109,2024-06-01,25,25,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_118,2024-06-01,25,25,0,0,PASS
BRAND_BETA,BRAND_BETA_018,2024-06-01,25,25,0,0,PASS
BRAND_BETA,BRAND_BETA_089,2024-06-01,25,25,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_013,2024-06-01,25,25,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_014,2024-06-01,25,25,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_048,2024-06-01,25,25,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_056,2024-06-01,25,25,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_025,2024-07-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_038,2024-07-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_050,2024-07-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_063,2024-07-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_119,2024-07-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_139,2024-07-01,24,24,0,0,PASS
BRAND_BETA,BRAND_BETA_011,2024-07-01,24,24,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_006,2024-07-01,24,24,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_022,2024-08-01,23,23,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_042,2024-08-01,23,23,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_059,2024-08-01,23,23,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_143,2024-08-01,23,23,0,0,PASS
BRAND_BETA,BRAND_BETA_028,2024-08-01,23,23,0,0,PASS
BRAND_BETA,BRAND_BETA_051,2024-08-01,23,23,0,0,PASS
BRAND_BETA,BRAND_BETA_071,2024-08-01,23,23,0,0,PASS
BRAND_BETA,BRAND_BETA_110,2024-08-01,23,23,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_007,2024-08-01,23,23,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_144,2024-09-01,22,22,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_161,2024-09-01,22,22,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_177,2024-09-01,22,22,0,0,PASS
BRAND_BETA,BRAND_BETA_020,2024-09-01,22,22,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_008,2024-09-01,22,22,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_054,2024-09-01,22,22,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_070,2024-09-01,22,22,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_043,2024-10-01,21,21,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_100,2024-10-01,21,21,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_146,2024-10-01,21,21,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_171,2024-10-01,21,21,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_174,2024-10-01,21,21,0,0,PASS
BRAND_BETA,BRAND_BETA_100,2024-10-01,21,21,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_002,2024-11-01,20,20,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_003,2024-11-01,20,20,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_066,2024-11-01,20,20,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_170,2024-11-01,20,20,0,0,PASS
BRAND_BETA,BRAND_BETA_038,2024-11-01,20,20,0,0,PASS
BRAND_BETA,BRAND_BETA_047,2024-11-01,20,20,0,0,PASS
BRAND_BETA,BRAND_BETA_098,2024-11-01,20,20,0,0,PASS
BRAND_BETA,BRAND_BETA_109,2024-11-01,20,20,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_007,2024-12-01,19,19,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_052,2024-12-01,19,19,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_068,2024-12-01,19,19,0,0,PASS
BRAND_BETA,BRAND_BETA_042,2024-12-01,19,19,0,0,PASS
BRAND_BETA,BRAND_BETA_044,2024-12-01,19,19,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_024,2024-12-01,19,19,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_029,2024-12-01,19,19,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_156,2025-01-01,18,18,0,0,PASS
BRAND_GAMMA,BRAND_GAMMA_062,2025-01-01,18,18,0,0,PASS
BRAND_ALPHA,BRAND_ALPHA_116,2025-02-01,17,17,0,0,PASS
