brand_id,opening_month,opened_store_count,eligible_store_count,eligible_pct
BRAND_BETA,2024-06-01,2,2,-28.0
BRAND_BETA,2024-07-01,1,1,100.0
BRAND_BETA,2024-08-01,4,4,-28.0
BRAND_BETA,2024-09-01,1,1,100.0
BRAND_BETA,2024-10-01,1,1,100.0
BRAND_BETA,2024-11-01,4,4,-28.0
BRAND_BETA,2024-12-01,2,2,-28.0
BRAND_BETA,2025-03-01,4,4,-28.0
BRAND_BETA,2025-04-01,4,4,-28.0
BRAND_BETA,2025-05-01,1,1,100.0
BRAND_BETA,2025-06-01,3,3,14.666666666666666
BRAND_GAMMA,2021-01-01,3,3,14.666666666666666
BRAND_GAMMA,2021-02-01,1,1,100.0
BRAND_GAMMA,2021-04-01,1,1,100.0
BRAND_GAMMA,2021-06-01,5,5,-2.4
BRAND_GAMMA,2021-08-01,1,1,100.0
BRAND_GAMMA,2021-09-01,1,1,100.0
BRAND_GAMMA,2021-10-01,1,1,100.0
BRAND_GAMMA,2021-11-01,1,1,100.0
BRAND_GAMMA,2021-12-01,1,1,100.0
BRAND_GAMMA,2022-02-01,2,2,-28.0
BRAND_GAMMA,2022-03-01,2,2,-28.0
BRAND_GAMMA,2022-06-01,2,2,-28.0
BRAND_GAMMA,2022-07-01,2,2,-28.0
BRAND_GAMMA,2022-08-01,3,3,14.666666666666666
BRAND_GAMMA,2022-10-01,1,1,100.0
BRAND_GAMMA,2022-12-01,3,3,14.666666666666666
BRAND_GAMMA,2023-01-01,3,3,14.666666666666666
BRAND_GAMMA,2023-02-01,3,3,14.666666666666666
BRAND_GAMMA,2023-03-01,2,2,-28.0
BRAND_GAMMA,2023-04-01,1,1,100.0
BRAND_GAMMA,2023-05-01,3,3,14.666666666666666
BRAND_GAMMA,2023-06-01,1,1,100.0
BRAND_GAMMA,2023-07-01,3,3,14.666666666666666
BRAND_GAMMA,2023-09-01,1,1,100.0
BRAND_GAMMA,2023-11-01,2,2,-28.0
BRAND_GAMMA,2023-12-01,1,1,100.0
BRAND_GAMMA,2024-02-01,2,2,-28.0
BRAND_GAMMA,2024-03-01,1,1,100.0
BRAND_GAMMA,2024-04-01,2,2,-28.0
BRAND_GAMMA,2024-06-01,4,4,-28.0
BRAND_GAMMA,2024-07-01,1,1,100.0
BRAND_GAMMA,2024-08-01,1,1,100.0
BRAND_GAMMA,2024-09-01,3,3,14.666666666666666
BRAND_GAMMA,2024-12-01,2,2,-28.0
BRAND_GAMMA,2025-01-01,1,1,100.0
BRAND_GAMMA,2025-03-01,2,2,-28.0
BRAND_GAMMA,2025-05-01,1,1,100.0
